,Team,Year,Round,Goals / 90,Opponent Goals / 90,Goals / 90 Difference,Assists / 90,Opponent Assists / 90,Assists / 90 Difference,Goals Minus Penalty Kicks / 90,Opponent Goals Minus Penalty Kicks / 90,Goals Minus Penalty Kicks / 90 Difference,GDP Per Capita,GDP Growth Rate (%),Population Density,Population Density Growth Rate (%),Life Expectancy,Life Expectancy Growth Rate (%),Birth Rate,Birth Rate Growth Rate (%),Death Rate,Death Rate Growth Rate (%),Unemployment Rate,Opponent GDP Per Capita,GDP Per Capita Difference,Opponent GDP Growth Rate (%),GDP Growth Rate (%) Difference,Opponent Population Density,Population Density Difference,Opponent Population Density Growth Rate (%),Population Density Growth Rate (%) Difference,Opponent Life Expectancy,Life Expectancy Difference,Opponent Life Expectancy Growth Rate (%),Life Expectancy Growth Rate (%) Difference,Opponent Birth Rate,Birth Rate Difference,Opponent Birth Rate Growth Rate (%),Birth Rate Growth Rate (%) Difference,Opponent Death Rate,Death Rate Difference,Opponent Death Rate Growth Rate (%),Death Rate Growth Rate (%) Difference,Opponent Unemployment Rate,Unemployment Rate Difference,Result
13,Italy,2014.0,Group stage,0.67,0.67,0.0,0.67,0.67,0.0,0.67,0.67,0.0,35566.0,-0.0,199.88,-0.15,82.73,0.22,8.354,-2.83,10.262,0.69,12.68,47787.0,-12221.0,2.99,-2.99,267.74,-67.86000000000001,0.7,-0.85,80.98,1.75,0.07,0.15,12.085,-3.7310000000000016,-1.48,-1.35,9.179,1.0830000000000002,0.74,-0.05,6.11,6.569999999999999,WIN
14,Switzerland,2014.0,Group stage,1.62,1.0,0.6200000000000001,1.38,0.67,0.7099999999999999,1.62,1.0,0.6200000000000001,89685.0,2.45,200.57,1.15,83.04,0.21,10.328,-0.02,8.051,-0.17,4.83,6377.0,83308.0,3.79,-1.34,63.17,137.39999999999998,1.49,-0.3400000000000001,76.03,7.010000000000005,0.29,-0.0799999999999999,20.527,-10.199000000000002,-1.08,1.06,5.101,2.95,-0.02,-0.15,3.48,1.35,WIN
15,Ecuador,2014.0,Group stage,1.0,1.62,-0.6200000000000001,0.67,1.38,-0.7099999999999999,1.0,1.62,-0.6200000000000001,6377.0,3.79,63.17,1.49,76.03,0.29,20.527,-1.08,5.101,-0.02,3.48,89685.0,-83308.0,2.45,1.34,200.57,-137.39999999999998,1.15,0.3400000000000001,83.04,-7.010000000000005,0.21,0.0799999999999999,10.328,10.199000000000002,-0.02,-1.06,8.051,-2.95,-0.17,0.15,4.83,-1.35,LOSS
16,France,2014.0,Group stage,1.6,0.33,1.27,1.2,0.0,1.2,1.4,0.33,1.0699999999999998,43069.0,0.96,116.21,0.35,82.15,0.13,11.902,-1.84,8.949,1.21,10.29,2206.0,40863.0,3.06,-2.1,82.63,33.58,1.83,-1.48,74.36,7.790000000000006,0.28,-0.15,22.761,-10.859,-1.38,-0.4600000000000002,4.448,4.501,-0.09,1.3,7.08,3.209999999999999,WIN
17,Honduras,2014.0,Group stage,0.33,1.6,-1.27,0.0,1.2,-1.2,0.33,1.4,-1.0699999999999998,2206.0,3.06,82.63,1.83,74.36,0.28,22.761,-1.38,4.448,-0.09,7.08,43069.0,-40863.0,0.96,2.1,116.21,-33.58,0.35,1.48,82.15,-7.790000000000006,0.13,0.15,11.902,10.859,-1.84,0.4600000000000002,8.949,-4.501,1.21,-1.3,10.29,-3.209999999999999,LOSS
18,Germany,2014.0,Group stage,2.35,1.0,1.35,1.57,0.33,1.24,2.22,1.0,1.2200000000000002,48024.0,2.21,229.52,0.26,80.7,0.16,8.878,2.05,11.02,0.42,4.98,22104.0,25920.0,0.79,1.42,112.39,117.13,-0.41,0.6699999999999999,81.07,-0.3699999999999903,0.28,-0.12,8.231,0.6470000000000002,-1.58,3.63,10.338,0.6820000000000004,0.83,-0.41,13.89,-8.91,WIN
19,Portugal,2014.0,Group stage,1.0,2.35,-1.35,0.33,1.57,-1.24,1.0,2.22,-1.2200000000000002,22104.0,0.79,112.39,-0.41,81.07,0.28,8.231,-1.58,10.338,0.83,13.89,48024.0,-25920.0,2.21,-1.42,229.52,-117.13,0.26,-0.6699999999999999,80.7,0.3699999999999903,0.16,0.12,8.878,-0.6470000000000002,2.05,-3.63,11.02,-0.6820000000000004,0.42,0.41,4.98,8.91,LOSS
20,IR Iran,2014.0,Group stage,0.33,0.75,-0.42,0.33,0.75,-0.42,0.33,0.75,-0.42,5201.0,-1.42,,,,,,,,,10.68,3099.0,2102.0,6.31,-7.729999999999999,199.18,,2.57,,52.84,,0.85,,39.551,,-1.21,,12.892,,-2.34,,4.56,6.12,DRAW
21,Nigeria,2014.0,Group stage,0.75,0.33,0.42,0.75,0.33,0.42,0.75,0.33,0.42,3099.0,6.31,199.18,2.57,52.84,0.85,39.551,-1.21,12.892,-2.34,4.56,5201.0,-2102.0,-1.42,7.729999999999999,,,,,,,,,,,,,,,,,10.68,-6.12,DRAW
22,Ghana,2014.0,Group stage,1.33,1.15,0.1800000000000001,1.33,0.92,0.41,1.33,1.15,0.1800000000000001,2012.0,2.86,121.03,2.39,62.55,0.59,30.881,-1.39,7.765,-1.76,6.52,55124.0,-53112.0,2.29,0.5699999999999998,33.02,88.00999999999999,0.8,1.59,78.89,-16.340000000000003,-0.03,0.62,12.314,18.567,-0.93,-0.4599999999999998,8.369,-0.6040000000000001,1.27,-3.03,6.17,0.3499999999999996,LOSS
23,United States,2014.0,Group stage,1.15,1.33,-0.1800000000000001,0.92,1.33,-0.41,1.15,1.33,-0.1800000000000001,55124.0,2.29,33.02,0.8,78.89,-0.03,12.314,-0.93,8.369,1.27,6.17,2012.0,53112.0,2.86,-0.5699999999999998,121.03,-88.00999999999999,2.39,-1.59,62.55,16.340000000000003,0.59,-0.62,30.881,-18.567,-1.39,0.4599999999999998,7.765,0.6040000000000001,-1.76,3.03,6.52,-0.3499999999999996,WIN
24,Belgium,2014.0,Group stage,1.13,1.62,-0.4900000000000002,0.75,1.38,-0.6299999999999999,1.13,1.38,-0.25,47764.0,1.58,368.43,0.64,80.87,0.22,11.203,-0.97,9.794,0.0,8.52,5493.0,42271.0,3.8,-2.22,16.6,351.83,2.02,-1.38,75.94,4.930000000000007,0.29,-0.0699999999999999,25.043,-13.84,-0.47,-0.5,4.711,5.083,0.06,-0.06,10.21,-1.6900000000000013,WIN
25,Algeria,2014.0,Group stage,1.62,1.13,0.4900000000000002,1.38,0.75,0.6299999999999999,1.38,1.13,0.25,5493.0,3.8,16.6,2.02,75.94,0.29,25.043,-0.47,4.711,0.06,10.21,47764.0,-42271.0,1.58,2.22,368.43,-351.83,0.64,1.38,80.87,-4.930000000000007,0.22,0.0699999999999999,11.203,13.84,-0.97,0.5,9.794,-5.083,0.0,0.06,8.52,1.6900000000000013,LOSS
26,Brazil,2014.0,Group stage,1.5,1.25,0.25,1.23,0.75,0.48,1.36,1.25,0.1100000000000001,12113.0,0.5,24.1,0.85,74.83,0.33,14.551,-1.09,6.246,0.92,6.66,10929.0,1184.0,2.85,-2.35,61.16,-37.06,1.17,-0.3199999999999999,74.96,-0.1299999999999954,0.01,0.32,18.737,-4.185999999999998,-1.75,0.6599999999999999,5.705,0.5410000000000004,1.6,-0.68,4.81,1.8500000000000003,DRAW
27,Mexico,2014.0,Group stage,1.25,1.5,-0.25,0.75,1.23,-0.48,1.25,1.36,-0.1100000000000001,10929.0,2.85,61.16,1.17,74.96,0.01,18.737,-1.75,5.705,1.6,4.81,12113.0,-1184.0,0.5,2.35,24.1,37.06,0.85,0.3199999999999999,74.83,0.1299999999999954,0.33,-0.32,14.551,4.185999999999998,-1.09,-0.6599999999999999,6.246,-0.5410000000000004,0.92,0.68,6.66,-1.8500000000000003,DRAW
28,Russia,2014.0,Group stage,0.67,1.0,-0.3299999999999999,0.67,1.0,-0.3299999999999999,0.67,1.0,-0.3299999999999999,14096.0,0.74,8.46,0.27,71.08,0.57,12.897,-0.32,13.121,-1.01,5.16,29250.0,-15154.0,3.2,-2.46,,,,,,,,,,,,,,,,,3.08,2.08,DRAW
29,Korea Republic,2014.0,Group stage,1.0,0.67,0.3299999999999999,1.0,0.67,0.3299999999999999,1.0,0.67,0.3299999999999999,29250.0,3.2,,,,,,,,,3.08,14096.0,15154.0,0.74,2.46,8.46,,0.27,,71.08,,0.57,,12.897,,-0.32,,13.121,,-1.01,,5.16,-2.08,DRAW
30,Australia,2014.0,Group stage,1.0,1.96,-0.96,0.67,1.3,-0.63,0.67,1.7,-1.0299999999999998,62512.0,2.56,3.08,1.49,82.7,0.2,13.179,-0.75,6.561,0.2,6.08,52901.0,9611.0,1.42,1.14,410.23,-407.15,0.51,0.98,81.61,1.0900000000000034,0.18,0.02,10.38,2.7989999999999995,-0.95,0.1999999999999999,8.457,-1.8960000000000008,1.03,-0.8300000000000001,7.42,-1.34,LOSS
31,Netherlands,2014.0,Group stage,1.96,1.0,0.96,1.3,0.67,0.63,1.7,0.67,1.0299999999999998,52901.0,1.42,410.23,0.51,81.61,0.18,10.38,-0.95,8.457,1.03,7.42,62512.0,-9611.0,2.56,-1.14,3.08,407.15,1.49,-0.98,82.7,-1.0900000000000034,0.2,-0.02,13.179,-2.7989999999999995,-0.75,-0.1999999999999999,6.561,1.8960000000000008,0.2,0.8300000000000001,6.08,1.34,WIN
32,Spain,2014.0,Group stage,1.33,1.38,-0.0499999999999998,1.0,0.69,0.31,1.0,1.38,-0.3799999999999999,29501.0,1.38,91.77,-0.07,82.85,0.21,9.165,-2.31,8.695,1.25,24.44,14607.0,14894.0,1.79,-0.4100000000000001,23.62,68.14999999999999,1.03,-1.1,79.56,3.289999999999992,0.17,0.0399999999999999,13.53,-4.365,-2.56,0.25,5.901,2.7940000000000005,1.25,0.0,6.66,17.78,LOSS
33,Chile,2014.0,Group stage,1.38,1.33,0.0499999999999998,0.69,1.0,-0.31,1.38,1.0,0.3799999999999999,14607.0,1.79,23.62,1.03,79.56,0.17,13.53,-2.56,5.901,1.25,6.66,29501.0,-14894.0,1.38,0.4100000000000001,91.77,-68.14999999999999,-0.07,1.1,82.85,-3.289999999999992,0.21,-0.0399999999999999,9.165,4.365,-2.31,-0.25,8.695,-2.7940000000000005,1.25,0.0,24.44,-17.78,WIN
34,Cameroon,2014.0,Group stage,0.33,1.67,-1.34,0.33,1.0,-0.6699999999999999,0.33,1.67,-1.34,1604.0,5.72,48.4,3.2,57.28,0.88,37.209,-1.41,10.247,-2.82,3.53,13762.0,-12158.0,-0.35,6.069999999999999,48.31,0.0899999999999963,-0.68,3.88,77.77,-20.489999999999995,0.21,0.67,9.314,27.895000000000003,-1.35,-0.0599999999999998,12.587,-2.34,1.47,-4.29,17.29,-13.76,LOSS
35,Croatia,2014.0,Group stage,1.67,0.33,1.34,1.0,0.33,0.6699999999999999,1.67,0.33,1.34,13762.0,-0.35,48.31,-0.68,77.77,0.21,9.314,-1.35,12.587,1.47,17.29,1604.0,12158.0,5.72,-6.069999999999999,48.4,-0.0899999999999963,3.2,-3.88,57.28,20.489999999999995,0.88,-0.67,37.209,-27.895000000000003,-1.41,0.0599999999999998,10.247,2.34,-2.82,4.29,3.53,13.76,WIN
36,Uruguay,2014.0,Group stage,1.0,0.67,0.3299999999999999,0.5,0.67,-0.17,0.75,0.67,0.0799999999999999,16832.0,3.24,19.31,0.33,77.31,0.17,14.142,-0.52,9.427,0.14,6.55,47787.0,-30955.0,2.99,0.25,267.74,-248.43,0.7,-0.3699999999999999,80.98,-3.6700000000000017,0.07,0.1,12.085,2.0569999999999986,-1.48,0.96,9.179,0.2479999999999993,0.74,-0.6,6.11,0.4399999999999995,WIN
37,England,2014.0,Group stage,0.67,1.0,-0.3299999999999999,0.67,0.5,0.17,0.67,0.75,-0.0799999999999999,47787.0,2.99,267.74,0.7,80.98,0.07,12.085,-1.48,9.179,0.74,6.11,16832.0,30955.0,3.24,-0.25,19.31,248.43,0.33,0.3699999999999999,77.31,3.6700000000000017,0.17,-0.1,14.142,-2.0569999999999986,-0.52,-0.96,9.427,-0.2479999999999993,0.14,0.6,6.55,-0.4399999999999995,LOSS
38,Japan,2014.0,Group stage,0.67,0.69,-0.0199999999999999,0.67,0.23,0.44,0.67,0.46,0.21,38475.0,0.3,336.67,-0.18,83.76,0.27,8.038,-2.2,10.068,1.21,3.6,21617.0,16858.0,0.48,-0.18,81.89,254.78000000000003,-0.52,0.34,81.44,2.3200000000000074,0.22,0.05,8.492,-0.4540000000000006,-2.5,0.2999999999999998,10.418,-0.3499999999999996,1.28,-0.07,26.49,-22.89,DRAW
39,Greece,2014.0,Group stage,0.69,0.67,0.0199999999999999,0.23,0.67,-0.44,0.46,0.67,-0.21,21617.0,0.48,81.89,-0.52,81.44,0.22,8.492,-2.5,10.418,1.28,26.49,38475.0,-16858.0,0.3,0.18,336.67,-254.78000000000003,-0.18,-0.34,83.76,-2.3200000000000074,0.27,-0.05,8.038,0.4540000000000006,-2.2,-0.2999999999999998,10.068,0.3499999999999996,1.21,0.07,3.6,22.89,DRAW
40,Italy,2014.0,Group stage,0.67,0.88,-0.2099999999999999,0.67,0.71,-0.0399999999999999,0.67,0.88,-0.2099999999999999,35566.0,-0.0,199.88,-0.15,82.73,0.22,8.354,-2.83,10.262,0.69,12.68,10847.0,24719.0,3.54,-3.54,95.8,104.08,1.05,-1.2,79.5,3.230000000000004,0.21,0.01,14.842,-6.488000000000001,-1.62,-1.21,4.831,5.431,1.51,-0.8200000000000001,9.06,3.619999999999999,LOSS
41,Costa Rica,2014.0,Group stage,0.88,0.67,0.2099999999999999,0.71,0.67,0.0399999999999999,0.88,0.67,0.2099999999999999,10847.0,3.54,95.8,1.05,79.5,0.21,14.842,-1.62,4.831,1.51,9.06,35566.0,-24719.0,-0.0,3.54,199.88,-104.08,-0.15,1.2,82.73,-3.230000000000004,0.22,-0.01,8.354,6.488000000000001,-2.83,1.21,10.262,-5.431,0.69,0.8200000000000001,12.68,-3.619999999999999,WIN
42,Switzerland,2014.0,Group stage,1.62,1.6,0.02,1.38,1.2,0.1799999999999999,1.62,1.4,0.2200000000000002,89685.0,2.45,200.57,1.15,83.04,0.21,10.328,-0.02,8.051,-0.17,4.83,43069.0,46616.0,0.96,1.4900000000000002,116.21,84.36,0.35,0.7999999999999999,82.15,0.8900000000000006,0.13,0.0799999999999999,11.902,-1.5739999999999998,-1.84,1.82,8.949,-0.8979999999999997,1.21,-1.38,10.29,-5.459999999999999,LOSS
43,France,2014.0,Group stage,1.6,1.62,-0.02,1.2,1.38,-0.1799999999999999,1.4,1.62,-0.2200000000000002,43069.0,0.96,116.21,0.35,82.15,0.13,11.902,-1.84,8.949,1.21,10.29,89685.0,-46616.0,2.45,-1.4900000000000002,200.57,-84.36,1.15,-0.7999999999999999,83.04,-0.8900000000000006,0.21,-0.0799999999999999,10.328,1.5739999999999998,-0.02,-1.82,8.051,0.8979999999999997,-0.17,1.38,4.83,5.459999999999999,WIN
44,Honduras,2014.0,Group stage,0.33,1.0,-0.6699999999999999,0.0,0.67,-0.67,0.33,1.0,-0.6699999999999999,2206.0,3.06,82.63,1.83,74.36,0.28,22.761,-1.38,4.448,-0.09,7.08,6377.0,-4171.0,3.79,-0.73,63.17,19.459999999999997,1.49,0.3400000000000001,76.03,-1.6700000000000017,0.29,-0.0099999999999999,20.527,2.233999999999998,-1.08,-0.2999999999999998,5.101,-0.6529999999999996,-0.02,-0.0699999999999999,3.48,3.6,LOSS
45,Ecuador,2014.0,Group stage,1.0,0.33,0.6699999999999999,0.67,0.0,0.67,1.0,0.33,0.6699999999999999,6377.0,3.79,63.17,1.49,76.03,0.29,20.527,-1.08,5.101,-0.02,3.48,2206.0,4171.0,3.06,0.73,82.63,-19.459999999999997,1.83,-0.3400000000000001,74.36,1.6700000000000017,0.28,0.0099999999999999,22.761,-2.233999999999998,-1.38,0.2999999999999998,4.448,0.6529999999999996,-0.09,0.0699999999999999,7.08,-3.6,WIN
46,Argentina,2014.0,Group stage,0.87,0.33,0.54,0.37,0.33,0.0399999999999999,0.87,0.33,0.54,13789.0,2.73,15.56,1.01,75.98,0.21,17.594,-0.9,7.65,-0.16,7.27,5201.0,8588.0,-1.42,4.15,,,,,,,,,,,,,,,,,10.68,-3.41,WIN
47,IR Iran,2014.0,Group stage,0.33,0.87,-0.54,0.33,0.37,-0.0399999999999999,0.33,0.87,-0.54,5201.0,-1.42,,,,,,,,,10.68,13789.0,-8588.0,2.73,-4.15,15.56,,1.01,,75.98,,0.21,,17.594,,-0.9,,7.65,,-0.16,,7.27,3.41,LOSS
48,Germany,2014.0,Group stage,2.35,1.33,1.02,1.57,1.33,0.24,2.22,1.33,0.8900000000000001,48024.0,2.21,229.52,0.26,80.7,0.16,8.878,2.05,11.02,0.42,4.98,2012.0,46012.0,2.86,-0.6499999999999999,121.03,108.49,2.39,-2.13,62.55,18.15000000000001,0.59,-0.4299999999999999,30.881,-22.003,-1.39,3.4399999999999995,7.765,3.255,-1.76,2.18,6.52,-1.5399999999999991,DRAW
49,Ghana,2014.0,Group stage,1.33,2.35,-1.02,1.33,1.57,-0.24,1.33,2.22,-0.8900000000000001,2012.0,2.86,121.03,2.39,62.55,0.59,30.881,-1.39,7.765,-1.76,6.52,48024.0,-46012.0,2.21,0.6499999999999999,229.52,-108.49,0.26,2.13,80.7,-18.15000000000001,0.16,0.4299999999999999,8.878,22.003,2.05,-3.4399999999999995,11.02,-3.255,0.42,-2.18,4.98,1.5399999999999991,DRAW
50,Belgium,2014.0,Group stage,1.13,0.67,0.4599999999999998,0.75,0.67,0.0799999999999999,1.13,0.67,0.4599999999999998,47764.0,1.58,368.43,0.64,80.87,0.22,11.203,-0.97,9.794,0.0,8.52,14096.0,33668.0,0.74,0.8400000000000001,8.46,359.97,0.27,0.37,71.08,9.790000000000006,0.57,-0.35,12.897,-1.6940000000000008,-0.32,-0.6499999999999999,13.121,-3.327,-1.01,1.01,5.16,3.3599999999999994,WIN
51,Russia,2014.0,Group stage,0.67,1.13,-0.4599999999999998,0.67,0.75,-0.0799999999999999,0.67,1.13,-0.4599999999999998,14096.0,0.74,8.46,0.27,71.08,0.57,12.897,-0.32,13.121,-1.01,5.16,47764.0,-33668.0,1.58,-0.8400000000000001,368.43,-359.97,0.64,-0.37,80.87,-9.790000000000006,0.22,0.35,11.203,1.6940000000000008,-0.97,0.6499999999999999,9.794,3.327,0.0,-1.01,8.52,-3.3599999999999994,LOSS
52,Korea Republic,2014.0,Group stage,1.0,1.62,-0.6200000000000001,1.0,1.38,-0.3799999999999999,1.0,1.38,-0.3799999999999999,29250.0,3.2,,,,,,,,,3.08,5493.0,23757.0,3.8,-0.5999999999999996,16.6,,2.02,,75.94,,0.29,,25.043,,-0.47,,4.711,,0.06,,10.21,-7.130000000000001,LOSS
53,Algeria,2014.0,Group stage,1.62,1.0,0.6200000000000001,1.38,1.0,0.3799999999999999,1.38,1.0,0.3799999999999999,5493.0,3.8,16.6,2.02,75.94,0.29,25.043,-0.47,4.711,0.06,10.21,29250.0,-23757.0,3.2,0.5999999999999996,,,,,,,,,,,,,,,,,3.08,7.130000000000001,WIN
54,United States,2014.0,Group stage,1.15,1.0,0.1499999999999999,0.92,0.33,0.5900000000000001,1.15,1.0,0.1499999999999999,55124.0,2.29,33.02,0.8,78.89,-0.03,12.314,-0.93,8.369,1.27,6.17,22104.0,33020.0,0.79,1.5,112.39,-79.37,-0.41,1.21,81.07,-2.1799999999999926,0.28,-0.31,8.231,4.083,-1.58,0.65,10.338,-1.9689999999999996,0.83,0.44,13.89,-7.720000000000001,DRAW
55,Portugal,2014.0,Group stage,1.0,1.15,-0.1499999999999999,0.33,0.92,-0.5900000000000001,1.0,1.15,-0.1499999999999999,22104.0,0.79,112.39,-0.41,81.07,0.28,8.231,-1.58,10.338,0.83,13.89,55124.0,-33020.0,2.29,-1.5,33.02,79.37,0.8,-1.21,78.89,2.1799999999999926,-0.03,0.31,12.314,-4.083,-0.93,-0.65,8.369,1.9689999999999996,1.27,-0.44,6.17,7.720000000000001,DRAW
56,Australia,2014.0,Group stage,1.0,1.33,-0.33,0.67,1.0,-0.3299999999999999,0.67,1.0,-0.3299999999999999,62512.0,2.56,3.08,1.49,82.7,0.2,13.179,-0.75,6.561,0.2,6.08,29501.0,33011.0,1.38,1.1800000000000002,91.77,-88.69,-0.07,1.56,82.85,-0.1499999999999914,0.21,-0.0099999999999999,9.165,4.014000000000001,-2.31,1.56,8.695,-2.1340000000000003,1.25,-1.05,24.44,-18.36,LOSS
57,Spain,2014.0,Group stage,1.33,1.0,0.33,1.0,0.67,0.3299999999999999,1.0,0.67,0.3299999999999999,29501.0,1.38,91.77,-0.07,82.85,0.21,9.165,-2.31,8.695,1.25,24.44,62512.0,-33011.0,2.56,-1.1800000000000002,3.08,88.69,1.49,-1.56,82.7,0.1499999999999914,0.2,0.0099999999999999,13.179,-4.014000000000001,-0.75,-1.56,6.561,2.1340000000000003,0.2,1.05,6.08,18.36,WIN
58,Netherlands,2014.0,Group stage,1.96,1.38,0.5800000000000001,1.3,0.69,0.6100000000000001,1.7,1.38,0.32,52901.0,1.42,410.23,0.51,81.61,0.18,10.38,-0.95,8.457,1.03,7.42,14607.0,38294.0,1.79,-0.3700000000000001,23.62,386.61,1.03,-0.52,79.56,2.049999999999997,0.17,0.0099999999999999,13.53,-3.1499999999999986,-2.56,1.61,5.901,2.556000000000001,1.25,-0.2199999999999999,6.66,0.7599999999999998,WIN
59,Chile,2014.0,Group stage,1.38,1.96,-0.5800000000000001,0.69,1.3,-0.6100000000000001,1.38,1.7,-0.32,14607.0,1.79,23.62,1.03,79.56,0.17,13.53,-2.56,5.901,1.25,6.66,52901.0,-38294.0,1.42,0.3700000000000001,410.23,-386.61,0.51,0.52,81.61,-2.049999999999997,0.18,-0.0099999999999999,10.38,3.1499999999999986,-0.95,-1.61,8.457,-2.556000000000001,1.03,0.2199999999999999,7.42,-0.7599999999999998,LOSS
60,Croatia,2014.0,Group stage,1.67,1.25,0.4199999999999999,1.0,0.75,0.25,1.67,1.25,0.4199999999999999,13762.0,-0.35,48.31,-0.68,77.77,0.21,9.314,-1.35,12.587,1.47,17.29,10929.0,2833.0,2.85,-3.2,61.16,-12.849999999999994,1.17,-1.85,74.96,2.8100000000000023,0.01,0.1999999999999999,18.737,-9.422999999999998,-1.75,0.3999999999999999,5.705,6.882,1.6,-0.1300000000000001,4.81,12.48,LOSS
61,Mexico,2014.0,Group stage,1.25,1.67,-0.4199999999999999,0.75,1.0,-0.25,1.25,1.67,-0.4199999999999999,10929.0,2.85,61.16,1.17,74.96,0.01,18.737,-1.75,5.705,1.6,4.81,13762.0,-2833.0,-0.35,3.2,48.31,12.849999999999994,-0.68,1.85,77.77,-2.8100000000000023,0.21,-0.1999999999999999,9.314,9.422999999999998,-1.35,-0.3999999999999999,12.587,-6.882,1.47,0.1300000000000001,17.29,-12.48,WIN
62,Cameroon,2014.0,Group stage,0.33,1.5,-1.17,0.33,1.23,-0.8999999999999999,0.33,1.36,-1.03,1604.0,5.72,48.4,3.2,57.28,0.88,37.209,-1.41,10.247,-2.82,3.53,12113.0,-10509.0,0.5,5.22,24.1,24.3,0.85,2.35,74.83,-17.549999999999997,0.33,0.55,14.551,22.658,-1.09,-0.3199999999999998,6.246,4.001,0.92,-3.74,6.66,-3.1300000000000003,LOSS
63,Brazil,2014.0,Group stage,1.5,0.33,1.17,1.23,0.33,0.8999999999999999,1.36,0.33,1.03,12113.0,0.5,24.1,0.85,74.83,0.33,14.551,-1.09,6.246,0.92,6.66,1604.0,10509.0,5.72,-5.22,48.4,-24.3,3.2,-2.35,57.28,17.549999999999997,0.88,-0.55,37.209,-22.658,-1.41,0.3199999999999998,10.247,-4.001,-2.82,3.74,3.53,3.1300000000000003,WIN
64,Costa Rica,2014.0,Group stage,0.88,0.67,0.2099999999999999,0.71,0.67,0.0399999999999999,0.88,0.67,0.2099999999999999,10847.0,3.54,95.8,1.05,79.5,0.21,14.842,-1.62,4.831,1.51,9.06,47787.0,-36940.0,2.99,0.5499999999999998,267.74,-171.94,0.7,0.3500000000000001,80.98,-1.480000000000004,0.07,0.1399999999999999,12.085,2.757,-1.48,-0.1400000000000001,9.179,-4.348,0.74,0.77,6.11,2.95,DRAW
65,England,2014.0,Group stage,0.67,0.88,-0.2099999999999999,0.67,0.71,-0.0399999999999999,0.67,0.88,-0.2099999999999999,47787.0,2.99,267.74,0.7,80.98,0.07,12.085,-1.48,9.179,0.74,6.11,10847.0,36940.0,3.54,-0.5499999999999998,95.8,171.94,1.05,-0.3500000000000001,79.5,1.480000000000004,0.21,-0.1399999999999999,14.842,-2.757,-1.62,0.1400000000000001,4.831,4.348,1.51,-0.77,9.06,-2.95,DRAW
66,Italy,2014.0,Group stage,0.67,1.0,-0.3299999999999999,0.67,0.5,0.17,0.67,0.75,-0.0799999999999999,35566.0,-0.0,199.88,-0.15,82.73,0.22,8.354,-2.83,10.262,0.69,12.68,16832.0,18734.0,3.24,-3.24,19.31,180.57,0.33,-0.48,77.31,5.420000000000002,0.17,0.0499999999999999,14.142,-5.788,-0.52,-2.31,9.427,0.8350000000000009,0.14,0.5499999999999999,6.55,6.13,LOSS
67,Uruguay,2014.0,Group stage,1.0,0.67,0.3299999999999999,0.5,0.67,-0.17,0.75,0.67,0.0799999999999999,16832.0,3.24,19.31,0.33,77.31,0.17,14.142,-0.52,9.427,0.14,6.55,35566.0,-18734.0,-0.0,3.24,199.88,-180.57,-0.15,0.48,82.73,-5.420000000000002,0.22,-0.0499999999999999,8.354,5.788,-2.83,2.31,10.262,-0.8350000000000009,0.69,-0.5499999999999999,12.68,-6.13,WIN
68,Japan,2014.0,Group stage,0.67,2.4,-1.73,0.67,2.0,-1.33,0.67,2.0,-1.33,38475.0,0.3,336.67,-0.18,83.76,0.27,8.038,-2.2,10.068,1.21,3.6,8114.0,30361.0,4.5,-4.2,41.27,295.40000000000003,0.95,-1.13,76.4,7.359999999999999,0.27,0.0,15.66,-7.622,-1.33,-0.8700000000000001,5.411,4.657,0.71,0.5,8.57,-4.970000000000001,LOSS
69,Colombia,2014.0,Group stage,2.4,0.67,1.73,2.0,0.67,1.33,2.0,0.67,1.33,8114.0,4.5,41.27,0.95,76.4,0.27,15.66,-1.33,5.411,0.71,8.57,38475.0,-30361.0,0.3,4.2,336.67,-295.40000000000003,-0.18,1.13,83.76,-7.359999999999999,0.27,0.0,8.038,7.622,-2.2,0.8700000000000001,10.068,-4.657,1.21,-0.5,3.6,4.970000000000001,WIN
70,Nigeria,2014.0,Group stage,0.75,0.87,-0.12,0.75,0.37,0.38,0.75,0.87,-0.12,3099.0,6.31,199.18,2.57,52.84,0.85,39.551,-1.21,12.892,-2.34,4.56,13789.0,-10690.0,2.73,3.58,15.56,183.62,1.01,1.5599999999999998,75.98,-23.14,0.21,0.64,17.594,21.957,-0.9,-0.3099999999999999,7.65,5.241999999999999,-0.16,-2.18,7.27,-2.71,LOSS
71,Argentina,2014.0,Group stage,0.87,0.75,0.12,0.37,0.75,-0.38,0.87,0.75,0.12,13789.0,2.73,15.56,1.01,75.98,0.21,17.594,-0.9,7.65,-0.16,7.27,3099.0,10690.0,6.31,-3.58,199.18,-183.62,2.57,-1.5599999999999998,52.84,23.14,0.85,-0.64,39.551,-21.957,-1.21,0.3099999999999999,12.892,-5.241999999999999,-2.34,2.18,4.56,2.71,WIN
72,Honduras,2014.0,Group stage,0.33,1.62,-1.29,0.0,1.38,-1.38,0.33,1.62,-1.29,2206.0,3.06,82.63,1.83,74.36,0.28,22.761,-1.38,4.448,-0.09,7.08,89685.0,-87479.0,2.45,0.6099999999999999,200.57,-117.94,1.15,0.6800000000000002,83.04,-8.680000000000007,0.21,0.07,10.328,12.433,-0.02,-1.36,8.051,-3.603,-0.17,0.08,4.83,2.25,LOSS
